,Time(Lin_Reg),Time(knn_Reg),Time(Rid_Reg),Accuracy(Lin_Reg),Accuracy(knn_Reg),Accuracy(Rid_Reg),MSE(Lin_Reg),MSE(knn_Reg),MSE(Rid_Reg),R-sq(Lin_Reg),R-sq(knn_Reg),R-sq(Rid_Reg)
626,0.033272504806518555,0.029648780822753906,0.0,1.0,1.0,0.9156083465925904,0.0,0.0,0.15215065012577597,1.0,1.0,0.9156083465925904
627,0.04734492301940918,0.02100515365600586,0.0,0.9736842105263158,0.9736842105263158,0.9417897529380067,0.02631578947368421,0.02631578947368421,0.1522669623691139,0.9642857142857143,0.9642857142857143,0.9417897529380067
628,0.015630006790161133,0.031258344650268555,0.0,1.0,1.0,0.9337914039000977,0.0,0.0,0.159372612143256,1.0,1.0,0.9337914039000977
629,0.03677248954772949,0.031388282775878906,0.002000093460083008,0.9736842105263158,0.9736842105263158,0.9213171058458506,0.02631578947368421,0.02631578947368421,0.16814991793511594,0.9596174282678003,0.9596174282678003,0.9213171058458506
630,0.016000747680664062,0.032308101654052734,0.0,0.9736842105263158,0.9736842105263158,0.9326709767247494,0.02631578947368421,0.02631578947368421,0.1617607989794874,0.962037962037962,0.962037962037962,0.9326709767247494
631,0.030649185180664062,0.03012824058532715,0.0020003318786621094,0.9736842105263158,0.9736842105263158,0.9246867933723077,0.02631578947368421,0.02631578947368421,0.1714698585953194,0.9578246392896781,0.9578246392896781,0.9246867933723077
632,0.013263225555419922,0.045587778091430664,0.0029997825622558594,0.9736842105263158,0.9736842105263158,0.9097736967115305,0.02631578947368421,0.02631578947368421,0.1754207245445399,0.9564719358533792,0.9564719358533792,0.9097736967115305
633,0.02600264549255371,0.026001453399658203,0.0,0.9473684210526315,0.9473684210526315,0.9323637904276432,0.05263157894736842,0.05263157894736842,0.16292428720838703,0.9227642276422764,0.9227642276422764,0.9323637904276432
634,0.015011310577392578,0.015626907348632812,0.015631437301635742,0.9473684210526315,0.9473684210526315,0.9234326990742068,0.05263157894736842,0.05263157894736842,0.17567511194877672,0.9227642276422764,0.9227642276422764,0.9234326990742068
635,0.04934239387512207,0.017075538635253906,0.0,0.9736842105263158,0.9736842105263158,0.9023518473284098,0.02631578947368421,0.02631578947368421,0.19449815197830886,0.9581497797356828,0.9581497797356828,0.9023518473284098
636,0.015631914138793945,0.03165078163146973,0.0,0.9736842105263158,0.9736842105263158,0.9402736158386824,0.02631578947368421,0.02631578947368421,0.14552094488629827,0.9589189189189189,0.9589189189189189,0.9402736158386824
637,0.01562976837158203,0.02700042724609375,0.0020003318786621094,0.9736842105263158,0.9736842105263158,0.9052138964278541,0.02631578947368421,0.02631578947368421,0.19263384282012894,0.9545454545454546,0.9545454545454546,0.9052138964278541
638,0.018063068389892578,0.031264305114746094,0.0,0.9210526315789473,0.9210526315789473,0.9422883476864614,0.07894736842105263,0.07894736842105263,0.14756994698282627,0.9011274934952298,0.9011274934952298,0.9422883476864614
639,0.048729896545410156,0.015664100646972656,0.0,1.0,1.0,0.9348451439923869,0.0,0.0,0.1608949074294619,1.0,1.0,0.9348451439923869
